,Ages,Area,Baths,Condition,Floor,Garages,Location3,Stratum,Rooms,FormatedPrice
12686,16 a 30 años,300,8,,3º,2, Noroccidente,3,10,650000000.0
12688,16 a 30 años,190,3,Excelente,3º,2, Norte,4,3,650000000.0
12689,Más de 30 años,204,5,Excelente,3º,2, Occidente,3,6,650000000.0
12691,9 a 15 años,72,6,Excelente,4º,, Occidente,2,6,650000000.0
12692,Más de 30 años,350,4,,3º,2, Noroccidente,3,8,650000000.0
12694,16 a 30 años,120,3,Bueno,2º,2, Norte,5,3,650000000.0
12701,9 a 15 años,168,4,,,2, Sur,3,9,650000000.0
12702,Más de 30 años,150,2,Bueno,,1, Noroccidente,3,4,650000000.0
12703,9 a 15 años,230,3,Bueno,3º,2, Occidente,3,4,650000000.0
12704,16 a 30 años,330,4,Bueno,3º,3, Occidente,3,9,650000000.0
12705,Más de 30 años,148,3,Bueno,2º,2, Occidente,4,3,650000000.0
12706,Más de 30 años,204,6,Excelente,2º,2, Noroccidente,4,5,650000000.0
12708,Menos de 1 año,265,4,Excelente,,, Noroccidente,3,6,650000000.0
12712,Más de 30 años,270,3,,2º,1, Occidente,4,4,650000000.0
12714,16 a 30 años,220,3,Remodelar,2º,4, Occidente,4,5,650000000.0
12724,9 a 15 años,250,3,Bueno,2º,3, Noroccidente,5,3,650000000.0
12725,1 a 8 años,360,4,Excelente,2º,3, Centro,3,6,650000000.0
12726,16 a 30 años,216,3,Excelente,3º,1, Sur,3,7,650000000.0
12728,Más de 30 años,304,3,Bueno,3º,, Sur,2,9,650000000.0
12729,9 a 15 años,135,3,Excelente,3º,2, Occidente,3,4,650000000.0
12730,9 a 15 años,192,4,Bueno,,1, Noroccidente,3,5,650000000.0
12734,Más de 30 años,160,3,,,2, Norte,4,3,650000000.0
12735,Más de 30 años,460,3,Excelente,3º,1, Occidente,3,9,650000000.0
12739,16 a 30 años,270,4,Excelente,Otros,3, Centro,3,6,650000000.0
12742,Más de 30 años,220,4,Excelente,1º,1, Norte,4,4,650000000.0
12745,16 a 30 años,150,4,Excelente,1º,2, Noroccidente,5,3,650000000.0
12761,16 a 30 años,300,0,Bueno,8º,10, Centro,3,9,650000000.0
12762,16 a 30 años,210,6,Bueno,2º,1, Noroccidente,3,3,650000000.0
12766,Más de 30 años,550,4,,,, Sur,3,4,650000000.0
12771,9 a 15 años,166,2,,,2, Noroccidente,4,3,650000000.0
12773,9 a 15 años,120,5,Excelente,2º,1, Occidente,3,5,650000000.0
12775,Más de 30 años,250,4,Excelente,3º,2, Chapinero,4,7,650000000.0
12776,Más de 30 años,204,4,Excelente,1º,2, Chapinero,4,5,650000000.0
12783,9 a 15 años,166,2,,,2, Noroccidente,4,3,650000000.0
12784,Más de 30 años,226,5,Bueno,1º,3, Occidente,4,5,650000000.0
12786,16 a 30 años,140,4,Bueno,1º,3, Norte,5,4,650000000.0
12793,16 a 30 años,230,3,Bueno,2º,3, Norte,4,3,650000000.0
12799,Más de 30 años,226,3,Excelente,2º,3, Noroccidente,4,4,650000000.0
12804,Más de 30 años,208,3,Bueno,,2, Norte,4,3,650000000.0
12807,Más de 30 años,350,4,,3º,2, Noroccidente,3,8,650000000.0
12808,Menos de 1 año,186,0,,,, Norte,4,4,650000000.0
12812,Más de 30 años,180,4,Bueno,2º,1, Occidente,3,5,650000000.0
12814,1 a 8 años,175,4,Bueno,3º,1, Norte,5,3,650000000.0
12820,1 a 8 años,185,3,Excelente,,3, Norte,2,4,650000000.0
12821,9 a 15 años,110,3,Excelente,1º,1, Occidente,5,3,650000000.0
12823,Más de 30 años,130,4,Excelente,,2, Norte,4,3,650000000.0
12827,Más de 30 años,205,4,Bueno,2º,2, Norte,4,3,650000000.0
12830,16 a 30 años,124,4,Bueno,3º,3, Norte,4,5,650000000.0
12831,Más de 30 años,600,6,Bueno,3º,1, Sur,3,10,650000000.0
12837,1 a 8 años,245,4,Excelente,3º,3, Noroccidente,3,3,650000000.0
12838,1 a 8 años,480,7,Excelente,4º,1, Occidente,3,11,650000000.0
12840,Más de 30 años,184,3,Bueno,2º,2, Noroccidente,4,4,650000000.0
12842,Más de 30 años,184,3,Bueno,,2, Noroccidente,5,3,650000000.0
12844,16 a 30 años,288,5,Excelente,4º,, Sur,2,11,650000000.0
12851,16 a 30 años,207,4,,,2, Occidente,4,4,650000000.0
12852,16 a 30 años,360,3,,,2, Noroccidente,3,4,650000000.0
12858,16 a 30 años,280,4,Bueno,1º,1, Norte,4,4,650000000.0
12869,Más de 30 años,189,4,Bueno,,2, Noroccidente,4,4,653000000.0
12871,Más de 30 años,180,3,Excelente,2º,2, Noroccidente,4,5,655000000.0
12872,1 a 8 años,160,4,Bueno,,2, Norte,6,3,655000000.0
12876,16 a 30 años,170,3,Excelente,2º,2, Noroccidente,4,3,659000000.0
12877,16 a 30 años,164,3,Excelente,,2, Noroccidente,5,4,659000000.0
12878,16 a 30 años,164,3,Excelente,,2, Noroccidente,5,4,659000000.0
12879,16 a 30 años,228,2,,,, Sur,3,6,659000000.0
12880,16 a 30 años,188,3,Bueno,2º,1, Norte,4,6,659324964.0
12881,1 a 8 años,239,4,Bueno,,, Occidente,3,6,660000000.0
12883,1 a 8 años,160,4,,,2, Noroccidente,5,3,660000000.0
12884,1 a 8 años,60,3,Excelente,3º,1, Sur,2,5,660000000.0
12890,1 a 8 años,123,3,Excelente,4º,2, Occidente,4,4,660000000.0
12897,16 a 30 años,101,4,,,, Occidente,4,3,660000000.0
12904,Más de 30 años,275,5,Remodelar,2º,2, Noroccidente,5,7,660000000.0
12905,9 a 15 años,234,6,Excelente,3º,3, Occidente,3,10,660000000.0
12907,16 a 30 años,280,3,,,, Occidente,3,6,660000000.0
12908,Más de 30 años,152,3,,,2, Occidente,3,4,660000000.0
12909,9 a 15 años,188,4,Bueno,,, Norte,4,4,660000000.0
12913,9 a 15 años,128,4,,,2, Norte,4,3,660000000.0
12915,1 a 8 años,161,4,Excelente,,3, Norte,6,3,660000000.0
12922,Más de 30 años,280,4,Bueno,Otros,1, Chapinero,3,5,660000000.0
12928,16 a 30 años,147,4,Excelente,,2, Norte,4,3,660000000.0
12936,Más de 30 años,207,3,Bueno,2º,, Occidente,3,4,665000000.0
12947,Menos de 1 año,207,6,Excelente,4º,, Noroccidente,3,4,670000000.0
12950,16 a 30 años,157,3,Bueno,,2, Norte,6,3,670000000.0
12951,Más de 30 años,270,4,Bueno,3º,2, Chapinero,3,7,670000000.0
12955,Más de 30 años,204,3,Bueno,,2, Noroccidente,4,4,670000000.0
12957,16 a 30 años,290,4,Excelente,2º,1, Occidente,2,4,670000000.0
12960,Más de 30 años,170,3,Bueno,2º,2, Noroccidente,4,3,670000000.0
12961,Más de 30 años,170,3,Bueno,2º,2, Noroccidente,4,3,670000000.0
12964,16 a 30 años,214,7,,2º,, Occidente,3,5,670000000.0
12966,16 a 30 años,196,4,Excelente,2º,2, Occidente,4,3,670000000.0
12971,9 a 15 años,152,4,Bueno,2º,2, Noroccidente,5,3,670000000.0
12975,16 a 30 años,200,4,Excelente,1º,2, Norte,6,4,670000000.0
12978,Más de 30 años,404,4,Bueno,,, Occidente,4,3,670000000.0
12979,16 a 30 años,182,4,Bueno,3º,2, Noroccidente,5,3,670000000.0
12980,9 a 15 años,152,4,Excelente,,2, Noroccidente,5,4,670000000.0
12981,9 a 15 años,188,4,Excelente,3º,2, Noroccidente,6,3,670000000.0
12987,16 a 30 años,270,4,Excelente,2º,1, Norte,4,4,670000000.0
12989,16 a 30 años,210,5,Bueno,Otros,2, Norte,4,5,670000000.0
12990,16 a 30 años,200,2,Bueno,,3, Centro,3,3,670000000.0
12991,1 a 8 años,300,5,Bueno,,2, Occidente,3,11,670000000.0
12995,Más de 30 años,186,4,Excelente,,2, Norte,4,4,670000000.0
12998,9 a 15 años,152,3,Excelente,2º,4, Noroccidente,4,4,670000000.0
13009,16 a 30 años,276,7,Bueno,2º,2, Occidente,4,7,670000000.0
13010,1 a 8 años,160,4,Excelente,,2, Noroccidente,6,3,670000000.0
13011,16 a 30 años,252,6,Excelente,,2, Noroccidente,,4,670000000.0
13015,Más de 30 años,183,3,Bueno,1º,2, Occidente,4,5,675000000.0
13019,Más de 30 años,257,3,Excelente,1º,2, Occidente,4,4,679000000.0
13021,16 a 30 años,341,7,Bueno,4º,, Occidente,3,8,679900000.0
13022,Más de 30 años,173,3,Bueno,,2, Noroccidente,4,5,680000000.0
13027,16 a 30 años,500,6,,,3, Centro,3,12,680000000.0
13031,16 a 30 años,257,3,Bueno,2º,3, Occidente,4,3,680000000.0
13033,16 a 30 años,356,3,Excelente,2º,2, Occidente,3,5,680000000.0
13035,16 a 30 años,200,3,Bueno,2º,2, Norte,5,3,680000000.0
13036,9 a 15 años,168,4,Bueno,3º,2, Occidente,4,3,680000000.0
13038,1 a 8 años,189,4,Excelente,3º,2, Noroccidente,6,4,680000000.0
13040,16 a 30 años,250,3,Bueno,1º,2, Norte,4,3,680000000.0
13044,Más de 30 años,196,3,Excelente,,4, Occidente,4,4,680000000.0
13050,Más de 30 años,350,2,Bueno,2º,3, Occidente,3,5,680000000.0
13053,Más de 30 años,159,3,Bueno,1º,2, Occidente,4,3,680000000.0
13054,1 a 8 años,189,4,Excelente,3º,2, Noroccidente,6,4,680000000.0
13055,16 a 30 años,173,3,Bueno,3º,2, Norte,4,4,680000000.0
13056,Más de 30 años,144,5,Bueno,3º,1, Occidente,3,8,680000000.0
13059,9 a 15 años,168,4,Bueno,3º,2, Occidente,4,3,680000000.0
13073,9 a 15 años,150,3,Excelente,1º,2, Noroccidente,4,4,680000000.0
13075,Más de 30 años,567,8,Bueno,3º,3, Sur,3,11,680000000.0
13076,Más de 30 años,207,3,Bueno,2º,1, Chapinero,4,4,680000000.0
13077,16 a 30 años,160,4,Excelente,3º,2, Occidente,4,4,680000000.0
13082,Más de 30 años,124,4,Bueno,1º,3, Norte,4,3,680000000.0
13083,9 a 15 años,600,4,Excelente,,3, Centro,3,7,680000000.0
13085,16 a 30 años,320,4,Bueno,2º,2, Chapinero,4,7,680000000.0
13090,16 a 30 años,111,4,Bueno,2º,2, Noroccidente,4,3,680000000.0
13091,16 a 30 años,221,3,Bueno,2º,2, Noroccidente,4,3,680000000.0
13092,16 a 30 años,168,4,Bueno,3º,2, Occidente,4,4,680000000.0
13093,9 a 15 años,168,4,Bueno,3º,2, Occidente,4,3,680000000.0
13096,Más de 30 años,220,4,Excelente,2º,1, Noroccidente,5,4,680000000.0
13097,Más de 30 años,218,4,Bueno,2º,1, Chapinero,4,4,680000000.0
13103,Más de 30 años,270,3,Bueno,3º,1, Chapinero,3,7,680000000.0
13105,Más de 30 años,260,3,Remodelar,2º,2, Occidente,4,4,680000000.0
13106,Más de 30 años,220,4,Remodelar,2º,1, Chapinero,4,5,680000000.0
13107,9 a 15 años,168,4,Bueno,,2, Occidente,4,4,680000000.0
13108,9 a 15 años,168,4,Bueno,,2, Occidente,4,4,680000000.0
13109,16 a 30 años,185,3,Excelente,3º,2, Noroccidente,3,3,680000000.0
13116,16 a 30 años,160,4,Excelente,3º,2, Occidente,4,4,680000000.0
13117,16 a 30 años,220,2,Excelente,2º,1, Noroccidente,3,3,680000000.0
13118,Más de 30 años,270,3,Bueno,2º,2, Occidente,4,3,680000000.0
13119,9 a 15 años,429,5,Bueno,3º,1, Occidente,3,9,680000000.0
13125,Más de 30 años,215,3,Bueno,,3, Occidente,3,5,680000000.0
13130,Más de 30 años,381,7,Bueno,,2, Occidente,3,0,680000000.0
13134,9 a 15 años,188,4,Bueno,,2, Noroccidente,6,4,680000000.0
13135,9 a 15 años,190,4,Excelente,3º,2, Noroccidente,4,4,680000000.0
13137,16 a 30 años,147,4,Bueno,2º,3, Occidente,4,5,684000000.0
13138,16 a 30 años,147,4,Bueno,2º,3, Occidente,4,5,684000000.0
13139,Más de 30 años,250,3,Bueno,3º,1, Noroccidente,3,8,685000000.0
13140,16 a 30 años,200,3,Excelente,3º,2, Occidente,4,4,685000000.0
13145,Más de 30 años,130,3,Remodelar,2º,, Noroccidente,3,0,689000000.0
13146,Más de 30 años,281,4,Bueno,2º,, Occidente,3,5,689900000.0
13147,Más de 30 años,281,4,Bueno,2º,, Occidente,3,5,689900000.0
13148,Más de 30 años,183,3,Bueno,2º,1, Norte,4,3,690000000.0
13150,Más de 30 años,230,3,Excelente,,3, Norte,4,3,690000000.0
13152,9 a 15 años,191,3,,,2, Occidente,4,4,690000000.0
13157,16 a 30 años,300,5,Remodelar,1º,2, Occidente,4,4,690000000.0
13159,16 a 30 años,204,3,Excelente,Otros,2, Noroccidente,4,4,690000000.0
13160,1 a 8 años,400,6,,3º,2, Sur,3,6,690000000.0
13164,16 a 30 años,270,3,Bueno,,1, Occidente,3,5,690000000.0
13166,Más de 30 años,166,3,Bueno,,2, Occidente,5,3,690000000.0
13168,9 a 15 años,190,2,Excelente,,1, Occidente,4,4,690000000.0
13170,16 a 30 años,336,3,Bueno,3º,1, Sur,3,5,690000000.0
13172,16 a 30 años,336,3,Bueno,3º,1, Sur,3,5,690000000.0
13174,Más de 30 años,350,5,Bueno,3º,2, Occidente,3,7,690000000.0
13179,16 a 30 años,147,4,Excelente,2º,4, Occidente,4,3,690000000.0
13180,Más de 30 años,210,3,Excelente,2º,2, Noroccidente,4,4,690000000.0
13181,1 a 8 años,275,5,Excelente,4º,, Noroccidente,3,8,690000000.0
13182,16 a 30 años,166,3,Bueno,,2, Noroccidente,5,3,690000000.0
13183,9 a 15 años,147,3,Excelente,2º,2, Occidente,3,4,690000000.0
13184,9 a 15 años,236,4,Excelente,,2, Noroccidente,5,6,690000000.0
13185,9 a 15 años,236,4,Excelente,,2, Noroccidente,5,6,690000000.0
13187,Más de 30 años,200,4,Bueno,,1, Norte,4,4,690000000.0
13190,16 a 30 años,294,6,Excelente,2º,1, Occidente,3,12,690000000.0
13194,16 a 30 años,336,3,Bueno,3º,1, Sur,3,5,690000000.0
13196,Más de 30 años,230,3,Excelente,,3, Norte,4,3,690000000.0
13197,Menos de 1 año,350,8,Bueno,,2, Noroccidente,3,11,690000000.0
13202,16 a 30 años,336,3,Bueno,3º,1, Sur,3,5,690000000.0
13203,Más de 30 años,370,5,,,2, Occidente,3,6,690000000.0
13205,Más de 30 años,157,3,Bueno,,4, Norte,4,4,694600000.0
13206,9 a 15 años,183,3,Excelente,,2, Norte,4,3,695000000.0
13208,Más de 30 años,178,4,Bueno,1º,2, Noroccidente,4,4,695000000.0
13209,9 a 15 años,217,3,Bueno,,1, Noroccidente,3,5,695000000.0
13210,16 a 30 años,224,2,Bueno,,1, Noroccidente,5,3,695000000.0
13211,Más de 30 años,460,7,Bueno,,, Centro,3,8,695000000.0
13212,9 a 15 años,183,3,Excelente,,2, Norte,4,3,695000000.0
13213,16 a 30 años,276,3,Excelente,,2, Norte,4,3,695000000.0
13217,16 a 30 años,300,5,,,2, Occidente,4,5,695000000.0
13218,Más de 30 años,216,4,,,4, Noroccidente,5,3,695000000.0
13228,1 a 8 años,200,4,Excelente,,2, Noroccidente,6,5,695000000.0
13230,16 a 30 años,250,4,Bueno,2º,2, Noroccidente,5,4,695000000.0
13234,16 a 30 años,330,9,Bueno,1º,1, Chapinero,3,10,695000000.0
13236,9 a 15 años,183,3,Excelente,,2, Norte,4,3,695000000.0
13238,9 a 15 años,163,2,Bueno,4º,2, Noroccidente,4,3,695000000.0
13244,16 a 30 años,213,3,Bueno,2º,2, Occidente,4,4,698000000.0
13248,1 a 8 años,220,3,Bueno,,3, Occidente,3,4,699000000.0
13251,Más de 30 años,181,4,Bueno,2º,1, Noroccidente,4,4,699900000.0
13252,Más de 30 años,178,3,Bueno,2º,3, Occidente,4,3,699900000.0
13255,16 a 30 años,299,3,Excelente,4º,, Centro,3,5,700000000.0
13260,Más de 30 años,205,3,Excelente,,2, Norte,,4,700000000.0
13261,Más de 30 años,160,3,Bueno,2º,3, Norte,4,4,700000000.0
13262,1 a 8 años,290,5,Excelente,4º,, Occidente,3,6,700000000.0
13265,9 a 15 años,190,5,Excelente,3º,2, Noroccidente,5,4,700000000.0
13266,16 a 30 años,260,3,Bueno,2º,2, Norte,4,4,700000000.0
13267,Más de 30 años,170,4,,,4, Noroccidente,5,4,700000000.0
13270,Más de 30 años,700,4,Bueno,1º,3, Sur,3,9,700000000.0
13271,9 a 15 años,231,2,,,2, Centro,4,3,700000000.0
13274,Más de 30 años,140,2,Bueno,2º,1, Occidente,3,4,700000000.0
13277,Más de 30 años,220,4,Remodelar,,2, Occidente,4,5,700000000.0
13279,9 a 15 años,150,4,,,2, Noroccidente,5,4,700000000.0
13281,Más de 30 años,160,3,Bueno,,2, Norte,4,3,700000000.0
13282,1 a 8 años,290,5,Excelente,4º,, Occidente,3,6,700000000.0
13284,16 a 30 años,154,5,,,2, Centro,2,14,700000000.0
13286,Más de 30 años,200,4,,,2, Noroccidente,3,4,700000000.0
13287,9 a 15 años,183,4,Bueno,,2, Noroccidente,4,3,700000000.0
13288,Más de 30 años,210,4,Bueno,,1, Occidente,3,5,700000000.0
13289,16 a 30 años,72,3,,,2, Occidente,3,4,700000000.0
13291,9 a 15 años,183,4,Bueno,,2, Noroccidente,4,3,700000000.0
13292,9 a 15 años,157,2,Excelente,2º,, Occidente,3,4,700000000.0
13293,9 a 15 años,323,4,Bueno,,1, Occidente,2,11,700000000.0
13294,1 a 8 años,290,5,Excelente,4º,, Occidente,3,6,700000000.0
13297,9 a 15 años,188,3,,,2, Noroccidente,6,4,700000000.0
13298,1 a 8 años,272,3,Excelente,3º,1, Occidente,3,5,700000000.0
13302,Más de 30 años,150,4,Bueno,3º,2, Norte,4,4,700000000.0
13304,Más de 30 años,248,3,Remodelar,2º,, Occidente,3,4,700000000.0
13311,16 a 30 años,330,6,Bueno,2º,1, Sur,3,8,700000000.0
13312,Más de 30 años,144,4,Excelente,3º,, Chapinero,3,4,700000000.0
13318,Más de 30 años,290,4,Excelente,2º,4, Noroccidente,4,4,700000000.0
13319,Más de 30 años,175,4,Excelente,2º,1, Sur,3,6,700000000.0
13320,Más de 30 años,224,5,Bueno,,5, Noroccidente,3,10,700000000.0
13326,Más de 30 años,189,2,,,1, Sur,3,3,700000000.0
13328,16 a 30 años,295,4,Excelente,2º,3, Sur,3,4,700000000.0
13329,Más de 30 años,160,3,Bueno,2º,3, Norte,4,4,700000000.0
13330,Más de 30 años,240,3,Bueno,2º,4, Noroccidente,4,3,700000000.0
