,Ages,Area,Baths,Condition,FloorId,Garages,Location3,Stratum,Rooms,FormatedPrice
11682,16 a 30 años,81,2,Bueno,3,1, Norte,6,2,550000000.0
11683,9 a 15 años,130,3,Excelente,7,2, Noroccidente,5,4,550000000.0
11684,16 a 30 años,106,2,Bueno,3,2, Norte,5,3,550000000.0
11685,9 a 15 años,101,3,Excelente,2,1, Norte,5,2,550000000.0
11686,Más de 30 años,198,4,Excelente,0,2, Noroccidente,4,3,550000000.0
11688,16 a 30 años,130,2,Bueno,0,2, Noroccidente,6,3,550000000.0
11689,1 a 8 años,82,2,Excelente,5,1, Occidente,5,3,550000000.0
11690,16 a 30 años,82,2,Excelente,8,1, Chapinero,4,3,550000000.0
11695,Menos de 1 año,200,5,Excelente,5,3, Noroccidente,4,5,550000000.0
11697,1 a 8 años,265,5,Excelente,7,3, Noroccidente,4,5,550000000.0
11698,16 a 30 años,122,3,Excelente,1,1, Norte,4,4,550000000.0
11699,1 a 8 años,92,3,Bueno,3,1, Occidente,5,2,550000000.0
11700,1 a 8 años,100,3,Bueno,6,2, Norte,4,2,550000000.0
11704,9 a 15 años,115,3,Excelente,5,2, Noroccidente,5,3,550000000.0
11705,1 a 8 años,75,2,Excelente,2,2, Norte,6,2,550000000.0
11707,1 a 8 años,265,5,Excelente,7,3, Noroccidente,4,5,550000000.0
11708,1 a 8 años,75,2,Excelente,2,2, Norte,6,2,550000000.0
11711,1 a 8 años,107,2,Excelente,18,2, Noroccidente,4,3,550000000.0
11712,Menos de 1 año,109,4,Excelente,1,2, Noroccidente,5,4,550000000.0
11713,1 a 8 años,112,3,Bueno,0,2, Norte,6,2,550000000.0
11716,1 a 8 años,103,3,Excelente,2,2, Norte,6,3,550000000.0
11719,1 a 8 años,98,3,Excelente,10,2, Norte,4,3,555000000.0
11721,1 a 8 años,121,2,Bueno,3,2, Norte,4,3,555000000.0
11722,1 a 8 años,98,3,Excelente,10,2, Norte,4,3,555000000.0
11723,1 a 8 años,265,5,Excelente,7,3, Noroccidente,4,5,555000000.0
11724,1 a 8 años,98,3,Excelente,10,2, Norte,4,3,555000000.0
11725,1 a 8 años,98,3,Excelente,10,2, Norte,4,3,555000000.0
11726,1 a 8 años,98,3,Excelente,10,2, Norte,4,3,555000000.0
11727,1 a 8 años,238,4,Excelente,7,3, Norte,4,5,555000000.0
11729,9 a 15 años,108,3,Bueno,1,2, Norte,5,2,556000000.0
11730,1 a 8 años,81,2,Bueno,4,2, Norte,6,2,559000000.0
11733,1 a 8 años,113,2,Excelente,5,1, Norte,5,3,560000000.0
11734,1 a 8 años,110,3,Excelente,0,2, Noroccidente,4,3,560000000.0
11737,16 a 30 años,112,3,Excelente,3,2, Noroccidente,5,3,560000000.0
11738,1 a 8 años,134,3,Bueno,0,2, Norte,4,3,560000000.0
11739,1 a 8 años,266,4,Excelente,7,3, Norte,4,5,560000000.0
11740,1 a 8 años,117,3,Excelente,2,2, Noroccidente,2,3,560000000.0
11744,Menos de 1 año,99,3,,0,2, Noroccidente,5,3,560000000.0
11745,1 a 8 años,80,3,Bueno,3,2, Norte,6,2,560000000.0
11746,1 a 8 años,118,3,Excelente,3,2, Noroccidente,4,3,560000000.0
11754,1 a 8 años,110,3,Excelente,0,2, Noroccidente,4,3,560000000.0
11755,Más de 30 años,188,4,Bueno,2,1, Noroccidente,5,4,560000000.0
11757,1 a 8 años,98,2,Excelente,12,2, Noroccidente,5,4,560000000.0
11758,9 a 15 años,104,3,Excelente,2,2, Norte,5,3,560000000.0
11761,16 a 30 años,102,3,Excelente,7,2, Norte,5,3,560000000.0
11763,9 a 15 años,133,3,,0,2, Occidente,4,4,560000000.0
11764,9 a 15 años,76,2,Remodelar,4,1, Centro,4,2,560000000.0
11765,1 a 8 años,97,1,Bueno,7,2, Chapinero,4,3,560000000.0
11767,1 a 8 años,235,4,Excelente,7,3, Noroccidente,4,5,560000000.0
11768,16 a 30 años,113,3,Bueno,1,3, Norte,6,2,560000000.0
11770,Menos de 1 año,155,3,Excelente,3,3, Noroccidente,4,2,560000000.0
11771,Menos de 1 año,155,3,Excelente,6,3, Noroccidente,4,2,560000000.0
11772,Más de 30 años,103,3,Excelente,3,2, Norte,6,3,560000000.0
11773,9 a 15 años,120,3,Bueno,4,2, Occidente,5,3,560000000.0
11774,16 a 30 años,123,2,Bueno,0,2, Norte,4,3,560000000.0
11775,16 a 30 años,107,2,Excelente,4,2, Norte,6,3,560000000.0
11777,16 a 30 años,163,4,Bueno,5,1, Norte,4,4,560000000.0
11778,1 a 8 años,110,3,Excelente,5,2, Norte,6,2,560000000.0
11779,1 a 8 años,97,3,Excelente,7,1, Chapinero,4,3,560000000.0
11780,1 a 8 años,117,3,Bueno,14,2, Noroccidente,4,3,560000000.0
11781,16 a 30 años,158,5,Bueno,0,1, Chapinero,4,3,560000000.0
11782,9 a 15 años,103,3,Bueno,3,2, Norte,6,3,560000000.0
11783,1 a 8 años,116,3,Excelente,14,2, Noroccidente,4,3,560000000.0
11785,Más de 30 años,127,2,Excelente,7,1, Chapinero,3,3,560000000.0
11786,1 a 8 años,65,2,Bueno,3,1, Norte,6,1,560500000.0
11787,1 a 8 años,65,2,Bueno,3,1, Norte,6,1,560500000.0
11788,1 a 8 años,116,3,Excelente,2,2, Noroccidente,5,3,561000000.0
11789,1 a 8 años,116,3,Excelente,2,2, Noroccidente,5,3,561000000.0
11790,1 a 8 años,116,3,Excelente,2,2, Noroccidente,5,3,561000000.0
11791,1 a 8 años,90,2,Bueno,18,2, Occidente,4,3,562339100.0
11793,1 a 8 años,122,2,Bueno,0,1, Noroccidente,5,3,565000000.0
11795,16 a 30 años,128,4,Bueno,4,2, Norte,5,4,565000000.0
11796,1 a 8 años,113,2,Bueno,5,1, Norte,4,3,565000000.0
11797,16 a 30 años,128,4,Bueno,4,2, Norte,5,4,565000000.0
11798,1 a 8 años,107,3,Excelente,11,2, Norte,4,3,565000000.0
11799,16 a 30 años,105,3,Excelente,5,2, Chapinero,5,2,565000000.0
11800,16 a 30 años,105,2,Excelente,5,2, Chapinero,5,2,565000000.0
11801,1 a 8 años,83,2,Excelente,6,2, Noroccidente,5,2,565000000.0
11802,9 a 15 años,132,4,Excelente,8,2, Noroccidente,4,3,565000000.0
11803,16 a 30 años,105,2,Bueno,0,2, Norte,6,2,565000000.0
11805,1 a 8 años,105,2,Bueno,18,2, Noroccidente,4,3,566368666.0
11806,9 a 15 años,89,2,Excelente,8,1, Occidente,4,3,568000000.0
11807,16 a 30 años,92,2,,11,2, Norte,6,1,568000000.0
11808,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,569000000.0
11809,1 a 8 años,120,3,Bueno,12,2, Noroccidente,4,3,569000000.0
11810,16 a 30 años,112,4,Bueno,4,3, Norte,6,3,569000000.0
11811,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,569000000.0
11812,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,569000000.0
11814,1 a 8 años,82,3,Excelente,2,2, Norte,6,2,570000000.0
11815,16 a 30 años,168,3,Excelente,5,2, Norte,4,4,570000000.0
11817,16 a 30 años,101,3,Bueno,4,2, Norte,6,3,570000000.0
11818,1 a 8 años,104,3,Excelente,9,2, Noroccidente,5,3,570000000.0
11820,9 a 15 años,92,2,Excelente,7,1, Occidente,4,3,570000000.0
11822,16 a 30 años,100,2,Excelente,0,1, Chapinero,5,3,570000000.0
11824,1 a 8 años,80,2,,5,2, Norte,6,2,570000000.0
11825,1 a 8 años,87,2,Bueno,0,1, Occidente,5,3,570000000.0
11826,9 a 15 años,128,3,Excelente,2,1, Noroccidente,5,3,570000000.0
11827,9 a 15 años,102,2,Bueno,0,2, Norte,6,3,570000000.0
11828,16 a 30 años,121,3,Bueno,0,2, Norte,6,3,570000000.0
11830,16 a 30 años,114,3,Bueno,0,2, Noroccidente,4,3,570000000.0
11831,1 a 8 años,104,3,Excelente,9,2, Noroccidente,5,3,570000000.0
11832,16 a 30 años,120,2,Excelente,3,2, Noroccidente,5,3,570000000.0
11835,Menos de 1 año,92,3,,0,, Norte,5,3,570000000.0
11836,16 a 30 años,107,2,Excelente,2,1, Norte,6,3,570000000.0
11838,16 a 30 años,107,2,Excelente,2,1, Norte,6,3,570000000.0
11840,16 a 30 años,114,3,Bueno,0,2, Noroccidente,4,3,570000000.0
11841,Más de 30 años,103,2,Bueno,0,2, Norte,6,3,570000000.0
11842,1 a 8 años,112,3,Bueno,3,1, Noroccidente,4,3,570000000.0
11843,1 a 8 años,116,3,Excelente,4,2, Noroccidente,5,3,570000000.0
11846,16 a 30 años,135,4,Bueno,4,2, Norte,6,3,570000000.0
11848,1 a 8 años,92,3,Bueno,0,2, Norte,6,2,570000000.0
11849,16 a 30 años,118,4,Excelente,4,2, Norte,6,4,570000000.0
11850,16 a 30 años,145,3,Bueno,6,2, Norte,6,3,570000000.0
11851,16 a 30 años,105,2,Remodelar,3,1, Norte,5,2,570000000.0
11854,16 a 30 años,105,2,Remodelar,3,1, Norte,5,2,570000000.0
11855,16 a 30 años,97,2,Excelente,12,2, Norte,6,1,570000000.0
11856,16 a 30 años,125,3,Excelente,2,2, Noroccidente,5,3,570000000.0
11857,9 a 15 años,100,3,Excelente,4,2, Norte,6,3,570000000.0
11858,1 a 8 años,140,2,Excelente,1,2, Occidente,4,3,570000000.0
11859,1 a 8 años,127,3,Excelente,12,2, Noroccidente,4,4,570000000.0
11860,1 a 8 años,84,2,Excelente,18,2, Chapinero,4,2,570000000.0
11861,1 a 8 años,89,3,Excelente,3,2, Norte,6,2,570000000.0
11862,16 a 30 años,147,3,Bueno,1,2, Norte,6,3,570000000.0
11863,9 a 15 años,107,3,Excelente,14,1, Noroccidente,5,3,570000000.0
11864,16 a 30 años,112,4,Bueno,1,, Chapinero,6,2,570000000.0
11865,16 a 30 años,125,3,Bueno,0,3, Norte,6,3,570000000.0
11866,16 a 30 años,146,4,Bueno,0,2, Norte,5,3,570000000.0
11867,9 a 15 años,98,2,,5,1, Chapinero,4,2,570000000.0
11869,1 a 8 años,111,2,Excelente,5,2, Chapinero,4,3,570000000.0
11870,16 a 30 años,118,2,Excelente,2,2, Norte,6,2,570000000.0
11871,1 a 8 años,120,4,Bueno,0,2, Noroccidente,4,4,570000000.0
11872,16 a 30 años,125,3,Bueno,0,3, Norte,6,3,570000000.0
11873,16 a 30 años,118,2,Excelente,2,2, Norte,6,2,570000000.0
11874,16 a 30 años,113,3,Bueno,0,3, Norte,6,3,570000000.0
11876,9 a 15 años,98,2,,5,1, Chapinero,4,2,570000000.0
11877,9 a 15 años,102,2,Bueno,0,2, Norte,6,3,570000000.0
11878,1 a 8 años,106,2,,0,2, Noroccidente,5,3,570000000.0
11882,16 a 30 años,110,4,Bueno,5,2, Noroccidente,5,3,570500000.0
11883,16 a 30 años,95,3,Bueno,3,3, Occidente,5,4,571000000.0
11884,Menos de 1 año,68,2,Excelente,18,1, Centro,4,1,575000000.0
11885,9 a 15 años,104,3,,0,2, Norte,6,3,575000000.0
11887,16 a 30 años,99,3,Bueno,2,1, Chapinero,5,2,575000000.0
11889,9 a 15 años,104,3,Bueno,4,2, Norte,6,3,575000000.0
11890,16 a 30 años,90,3,Bueno,5,2, Norte,2,2,575000000.0
11891,16 a 30 años,90,3,Bueno,5,2, Norte,2,2,575000000.0
11896,1 a 8 años,76,2,,0,2, Norte,6,2,575000000.0
11899,1 a 8 años,86,3,Bueno,0,2, Norte,6,2,575000000.0
11900,1 a 8 años,65,2,Excelente,5,1, Norte,6,1,577000000.0
11902,Más de 30 años,174,3,Bueno,2,1, Noroccidente,5,3,578000000.0
11905,9 a 15 años,80,2,Bueno,3,2, Norte,6,2,579500000.0
11907,9 a 15 años,165,3,Excelente,4,, Occidente,4,5,580000000.0
11909,1 a 8 años,124,3,Excelente,11,2, Noroccidente,5,4,580000000.0
11910,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,580000000.0
11912,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,580000000.0
11913,9 a 15 años,113,3,Excelente,2,2, Occidente,4,4,580000000.0
11914,9 a 15 años,83,2,Excelente,5,2, Norte,6,2,580000000.0
11915,1 a 8 años,112,2,Bueno,0,2, Noroccidente,4,3,580000000.0
11917,1 a 8 años,134,4,Excelente,1,2, Noroccidente,4,4,580000000.0
11924,1 a 8 años,122,2,Excelente,10,2, Noroccidente,5,4,580000000.0
11925,16 a 30 años,152,3,Bueno,0,2, Noroccidente,5,3,580000000.0
11926,1 a 8 años,90,3,Excelente,3,2, Norte,6,3,580000000.0
11927,16 a 30 años,102,2,Excelente,2,2, Noroccidente,5,3,580000000.0
11929,1 a 8 años,127,3,Excelente,3,2, Norte,4,3,580000000.0
11930,16 a 30 años,118,3,Bueno,4,2, Norte,6,2,580000000.0
11931,9 a 15 años,130,3,Excelente,2,2, Norte,6,2,580000000.0
11933,1 a 8 años,84,3,Bueno,4,2, Norte,5,2,580000000.0
11937,9 a 15 años,110,3,Excelente,5,2, Noroccidente,6,3,580000000.0
11938,16 a 30 años,124,2,,0,1, Norte,5,3,580000000.0
11939,1 a 8 años,92,2,Excelente,4,2, Norte,6,2,580000000.0
11941,16 a 30 años,98,2,Bueno,1,1, Occidente,4,3,580000000.0
11943,1 a 8 años,106,3,Excelente,3,2, Norte,6,3,580000000.0
11944,Menos de 1 año,85,2,Bueno,5,2, Norte,6,2,580000000.0
11948,9 a 15 años,90,3,Bueno,0,2, Norte,6,2,580000000.0
11950,1 a 8 años,85,3,Excelente,4,2, Norte,4,2,580000000.0
11951,1 a 8 años,116,3,Bueno,1,2, Noroccidente,5,3,580000000.0
11952,1 a 8 años,115,3,Excelente,9,4, Noroccidente,5,3,580000000.0
11953,1 a 8 años,65,2,Bueno,0,1, Norte,6,1,580000000.0
11955,1 a 8 años,125,2,Bueno,0,2, Noroccidente,5,3,580000000.0
11956,9 a 15 años,110,2,Excelente,8,2, Norte,5,3,580000000.0
11957,16 a 30 años,120,4,Bueno,0,2, Norte,5,3,580000000.0
11959,1 a 8 años,106,3,Excelente,3,2, Norte,6,3,580000000.0
11961,16 a 30 años,125,3,Bueno,4,2, Norte,6,4,580000000.0
11962,16 a 30 años,248,4,Remodelar,6,2, Noroccidente,5,5,580000000.0
11963,9 a 15 años,120,3,Excelente,4,2, Norte,5,4,580000000.0
11964,9 a 15 años,110,2,Excelente,18,2, Norte,5,3,580000000.0
11965,1 a 8 años,113,3,Excelente,7,2, Norte,5,3,580000000.0
11966,Más de 30 años,118,3,Bueno,0,1, Norte,6,3,580000000.0
11967,1 a 8 años,113,3,Excelente,7,2, Norte,5,3,580000000.0
11968,9 a 15 años,106,2,Excelente,5,2, Chapinero,4,3,580000000.0
11969,9 a 15 años,110,2,Excelente,8,2, Norte,5,3,580000000.0
11971,9 a 15 años,118,2,Excelente,4,2, Noroccidente,5,3,580000000.0
11973,1 a 8 años,170,4,Excelente,16,2, Norte,4,44,580000000.0
11974,9 a 15 años,113,3,Excelente,7,2, Norte,5,3,580000000.0
11975,9 a 15 años,110,2,Excelente,8,2, Norte,5,3,580000000.0
11976,16 a 30 años,120,4,Bueno,3,2, Norte,5,3,580000000.0
11978,1 a 8 años,122,4,Excelente,4,2, Noroccidente,5,4,580000000.0
11982,9 a 15 años,95,3,Excelente,1,1, Occidente,4,3,580000000.0
11985,1 a 8 años,90,3,Excelente,2,2, Norte,6,2,580000000.0
11987,Menos de 1 año,90,3,Excelente,3,2, Norte,5,2,580000000.0
11988,1 a 8 años,103,3,Excelente,7,2, Noroccidente,5,3,580000000.0
11989,1 a 8 años,94,3,Excelente,4,2, Norte,5,2,580000000.0
11991,1 a 8 años,88,2,Excelente,5,2, Norte,5,2,580000000.0
11992,1 a 8 años,90,3,Excelente,3,2, Norte,6,3,580000000.0
11993,16 a 30 años,126,3,Excelente,3,2, Norte,5,3,580000000.0
11994,Menos de 1 año,90,3,Excelente,3,2, Norte,5,2,580000000.0
11998,16 a 30 años,122,2,Excelente,2,2, Noroccidente,5,3,580000000.0
12001,16 a 30 años,152,3,Bueno,0,2, Noroccidente,5,3,580000000.0
12003,1 a 8 años,89,2,Excelente,18,1, Centro,4,2,580000000.0
12004,1 a 8 años,119,3,Bueno,0,2, Noroccidente,5,3,580000000.0
12005,16 a 30 años,126,3,Excelente,3,2, Norte,5,3,580000000.0
12006,16 a 30 años,110,4,Bueno,4,2, Norte,6,2,580000000.0
12008,1 a 8 años,84,2,Bueno,0,3, Norte,5,2,580000000.0
12010,Menos de 1 año,92,2,,0,, Centro,4,3,580000000.0
12011,9 a 15 años,135,3,,0,, Norte,5,3,580000000.0
12014,1 a 8 años,110,3,,0,1, Noroccidente,5,3,580000000.0
12019,16 a 30 años,65,2,Excelente,7,1, Norte,6,1,580000000.0
12020,1 a 8 años,127,3,Excelente,3,2, Norte,4,3,580000000.0
12021,1 a 8 años,127,3,Excelente,3,2, Norte,4,3,580000000.0
12023,16 a 30 años,106,2,Bueno,5,2, Chapinero,4,3,580000000.0
12024,9 a 15 años,110,3,Excelente,5,2, Noroccidente,6,3,580000000.0
12025,1 a 8 años,115,3,Excelente,9,2, Noroccidente,5,2,580000000.0
12026,1 a 8 años,117,3,Excelente,4,2, Noroccidente,5,3,580000000.0
12027,16 a 30 años,140,3,Excelente,2,1, Norte,6,4,580000000.0
12029,1 a 8 años,115,3,Excelente,9,2, Noroccidente,5,2,580000000.0
12033,9 a 15 años,117,2,Bueno,0,2, Norte,4,3,580000001.0
12035,9 a 15 años,76,2,Bueno,7,2, Occidente,4,3,583000000.0
12036,1 a 8 años,70,2,Excelente,3,2, Norte,6,2,584386495.0
12037,1 a 8 años,72,3,Bueno,0,2, Norte,6,2,585000000.0
12038,Más de 30 años,154,4,Bueno,0,2, Norte,5,3,585000000.0
12041,16 a 30 años,116,3,Excelente,4,2, Occidente,5,3,585000000.0
12042,9 a 15 años,94,2,Bueno,1,2, Occidente,4,3,585000000.0
12043,1 a 8 años,120,3,Bueno,0,2, Noroccidente,4,3,585000000.0
12045,9 a 15 años,94,2,Bueno,3,2, Occidente,4,3,585000000.0
12046,1 a 8 años,92,2,Excelente,3,2, Norte,6,2,585000000.0
12047,9 a 15 años,128,3,,0,2, Noroccidente,5,3,585000000.0
12048,16 a 30 años,133,2,Bueno,1,1, Chapinero,4,2,585000000.0
12051,1 a 8 años,89,3,Excelente,3,2, Norte,6,3,585000000.0
12052,1 a 8 años,84,2,Bueno,0,1, Chapinero,4,2,586233461.0
12053,1 a 8 años,124,3,Excelente,7,2, Noroccidente,5,3,587000000.0
12054,1 a 8 años,124,3,Excelente,7,2, Noroccidente,5,3,587000000.0
12055,9 a 15 años,133,4,Excelente,5,2, Noroccidente,5,3,587000000.0
12057,Menos de 1 año,90,3,Excelente,5,2, Norte,5,3,589900000.0
12059,9 a 15 años,125,3,Excelente,5,2, Noroccidente,5,3,590000000.0
12061,9 a 15 años,132,3,Bueno,7,2, Noroccidente,4,4,590000000.0
12062,1 a 8 años,107,2,Excelente,5,2, Norte,5,3,590000000.0
12064,1 a 8 años,84,3,,6,2, Norte,6,2,590000000.0
12065,16 a 30 años,149,4,Bueno,0,3, Norte,6,3,590000000.0
12066,16 a 30 años,110,3,Excelente,5,2, Norte,5,3,590000000.0
12067,1 a 8 años,75,1,Excelente,18,2, Norte,6,1,590000000.0
12068,1 a 8 años,89,3,Bueno,3,2, Norte,6,2,590000000.0
12071,16 a 30 años,119,2,Bueno,4,2, Norte,6,2,590000000.0
12073,16 a 30 años,82,2,Excelente,0,1, Norte,6,2,590000000.0
12074,9 a 15 años,96,3,Bueno,3,2, Norte,6,2,590000000.0
12075,16 a 30 años,125,3,Bueno,5,2, Norte,5,4,590000000.0
12077,16 a 30 años,110,4,Bueno,4,2, Norte,6,3,590000000.0
12079,1 a 8 años,116,3,Bueno,10,2, Norte,5,3,590000000.0
12080,9 a 15 años,123,3,Bueno,0,2, Noroccidente,4,3,590000000.0
12084,9 a 15 años,91,3,Excelente,1,2, Norte,5,2,590000000.0
12086,9 a 15 años,135,4,Excelente,12,2, Noroccidente,5,4,590000000.0
12087,1 a 8 años,69,2,Excelente,3,2, Norte,6,1,590000000.0
12088,1 a 8 años,98,2,Excelente,1,1, Occidente,4,3,590000000.0
12092,Más de 30 años,124,2,Excelente,1,1, Norte,5,3,590000000.0
12093,16 a 30 años,148,3,Bueno,2,3, Norte,5,4,590000000.0
12094,9 a 15 años,120,4,Excelente,3,2, Norte,5,3,590000000.0
12096,9 a 15 años,75,1,Excelente,18,1, Norte,3,1,590000000.0
12097,16 a 30 años,110,4,Bueno,4,2, Norte,6,3,590000000.0
12099,9 a 15 años,132,3,Bueno,7,2, Noroccidente,4,4,590000000.0
12100,16 a 30 años,104,2,Bueno,0,2, Norte,5,3,590000000.0
12101,16 a 30 años,120,3,Excelente,4,1, Noroccidente,5,3,590000000.0
12102,16 a 30 años,139,3,Bueno,4,2, Noroccidente,5,3,590000000.0
12104,16 a 30 años,134,3,,0,3, Noroccidente,5,3,590000000.0
12105,16 a 30 años,116,3,Excelente,4,2, Norte,6,3,590000000.0
12106,1 a 8 años,89,3,Bueno,0,2, Norte,5,2,590000000.0
12107,9 a 15 años,100,2,Excelente,5,2, Noroccidente,5,3,590000000.0
12109,9 a 15 años,160,3,Excelente,8,, Noroccidente,4,4,590000000.0
12111,9 a 15 años,96,3,Excelente,3,2, Norte,6,2,590000000.0
12112,1 a 8 años,135,3,Excelente,2,2, Noroccidente,4,3,590000000.0
12114,9 a 15 años,116,3,Excelente,12,2, Occidente,4,4,590000000.0
12115,16 a 30 años,114,2,Excelente,6,1, Norte,6,3,590000000.0
12117,16 a 30 años,114,2,Excelente,6,1, Norte,6,3,590000000.0
12118,1 a 8 años,77,2,Bueno,2,2, Norte,6,2,590000000.0
12119,16 a 30 años,106,2,Bueno,0,2, Norte,6,3,590000000.0
12120,1 a 8 años,140,4,Bueno,0,4, Norte,4,3,590000000.0
12121,9 a 15 años,125,3,Excelente,5,2, Noroccidente,5,3,590000000.0
12123,1 a 8 años,90,3,Bueno,0,2, Norte,5,2,590000000.0
12125,Menos de 1 año,109,3,Bueno,7,2, Norte,5,3,594000000.0
12126,1 a 8 años,82,2,Excelente,2,2, Occidente,5,2,595000000.0
12127,9 a 15 años,93,2,Bueno,0,2, Norte,6,2,595000000.0
12129,1 a 8 años,119,3,Excelente,11,2, Noroccidente,4,3,595000000.0
12130,16 a 30 años,125,3,Excelente,4,2, Noroccidente,5,3,595000000.0
12131,1 a 8 años,93,3,Excelente,18,2, Chapinero,5,2,595000000.0
12132,1 a 8 años,82,3,Excelente,2,2, Occidente,5,2,595000000.0
12133,16 a 30 años,90,2,Bueno,1,2, Norte,3,2,595000000.0
12134,16 a 30 años,125,3,Excelente,4,2, Noroccidente,5,3,595000000.0
12135,1 a 8 años,119,3,Excelente,11,2, Noroccidente,4,3,595000000.0
12137,16 a 30 años,125,3,Excelente,4,2, Noroccidente,5,3,595000000.0
12138,1 a 8 años,119,3,Excelente,11,2, Noroccidente,4,3,595000000.0
12139,1 a 8 años,119,3,Excelente,11,2, Noroccidente,4,3,595000000.0
12140,1 a 8 años,140,3,Excelente,16,2, Norte,3,4,595000000.0
12141,9 a 15 años,75,2,Excelente,10,2, Occidente,4,3,595000000.0
12143,1 a 8 años,120,3,Bueno,15,2, Occidente,4,3,595000000.0
12145,16 a 30 años,101,3,Excelente,5,2, Norte,6,3,595000000.0
12147,1 a 8 años,105,2,Excelente,9,2, Norte,4,3,595000000.0
12148,16 a 30 años,125,3,Excelente,4,2, Noroccidente,5,3,595000000.0
12149,16 a 30 años,127,4,Bueno,0,2, Noroccidente,5,3,595000000.0
12150,1 a 8 años,109,4,Bueno,0,2, Norte,6,4,595000000.0
12151,1 a 8 años,103,2,Excelente,3,2, Norte,6,2,595000000.0
12152,1 a 8 años,135,4,Excelente,2,2, Noroccidente,5,4,598000000.0
12153,9 a 15 años,116,3,Excelente,7,2, Norte,5,3,598000000.0
12154,1 a 8 años,135,3,,0,2, Noroccidente,5,3,598000000.0
12156,1 a 8 años,83,3,Excelente,2,2, Norte,6,2,598000000.0
12158,1 a 8 años,83,3,Excelente,2,2, Norte,6,2,598000000.0
12159,9 a 15 años,120,3,Excelente,12,2, Noroccidente,6,3,598000000.0
12161,9 a 15 años,120,3,Excelente,12,2, Noroccidente,5,3,598000000.0
12162,9 a 15 años,120,3,Excelente,12,2, Noroccidente,5,3,598000000.0
12163,1 a 8 años,117,3,Excelente,12,2, Noroccidente,4,3,598500000.0
12164,1 a 8 años,105,3,Bueno,3,1, Norte,6,3,598900000.0
12165,1 a 8 años,89,3,Excelente,5,2, Norte,5,3,599000000.0
12166,16 a 30 años,117,2,Bueno,1,2, Noroccidente,6,2,599000000.0
12167,16 a 30 años,118,3,Excelente,4,2, Norte,6,2,599000000.0
12168,1 a 8 años,117,3,Excelente,4,2, Noroccidente,4,3,599000000.0
12169,16 a 30 años,118,3,Excelente,4,2, Norte,6,2,599000000.0
12170,1 a 8 años,117,3,Excelente,4,2, Noroccidente,4,3,599000000.0
12171,16 a 30 años,118,3,Excelente,4,2, Norte,6,2,599000000.0
12172,16 a 30 años,243,4,Bueno,0,2, Occidente,5,5,599000000.0
12174,1 a 8 años,134,3,Excelente,0,2, Noroccidente,5,4,599900000.0
12177,9 a 15 años,128,3,,0,2, Noroccidente,5,3,600000000.0
12185,1 a 8 años,109,3,Excelente,2,2, Noroccidente,5,5,600000000.0
12186,16 a 30 años,125,2,Bueno,4,2, Norte,6,3,600000000.0
12187,1 a 8 años,100,3,Excelente,4,2, Norte,6,3,600000000.0
12189,16 a 30 años,142,3,,0,2, Norte,6,3,600000000.0
12191,1 a 8 años,116,3,Excelente,9,2, Noroccidente,5,3,600000000.0
12197,16 a 30 años,135,4,Excelente,2,2, Noroccidente,5,3,600000000.0
12198,9 a 15 años,87,2,Bueno,2,2, Norte,6,2,600000000.0
12199,9 a 15 años,97,3,Bueno,4,2, Norte,6,2,600000000.0
12200,9 a 15 años,96,4,Excelente,4,2, Norte,6,4,600000000.0
12204,16 a 30 años,124,3,Excelente,3,3, Occidente,5,3,600000000.0
12209,1 a 8 años,145,4,Bueno,8,2, Noroccidente,5,4,600000000.0
12217,9 a 15 años,129,3,Bueno,0,2, Norte,4,3,600000000.0
12219,9 a 15 años,90,2,Excelente,12,2, Norte,4,3,600000000.0
12220,9 a 15 años,105,3,Excelente,9,1, Occidente,4,4,600000000.0
12222,1 a 8 años,90,2,Excelente,6,2, Occidente,5,3,600000000.0
12225,16 a 30 años,144,3,Bueno,0,2, Noroccidente,6,3,600000000.0
12229,1 a 8 años,94,2,Excelente,5,2, Norte,6,2,600000000.0
12230,9 a 15 años,115,3,Excelente,7,2, Norte,5,2,600000000.0
12231,16 a 30 años,144,3,Bueno,0,2, Noroccidente,6,3,600000000.0
12234,16 a 30 años,73,2,Bueno,1,1, Norte,6,2,600000000.0
12237,1 a 8 años,116,3,Excelente,18,2, Noroccidente,5,3,600000000.0
12243,1 a 8 años,136,2,Excelente,18,1, Norte,3,2,600000000.0
12245,1 a 8 años,177,5,Excelente,7,2, Noroccidente,4,4,600000000.0
12246,9 a 15 años,116,3,Excelente,7,2, Noroccidente,5,3,600000000.0
12249,16 a 30 años,110,3,Excelente,3,2, Norte,4,3,600000000.0
12253,1 a 8 años,90,2,Excelente,6,2, Occidente,5,3,600000000.0
12256,16 a 30 años,123,3,Excelente,4,2, Norte,6,3,600000000.0
12257,1 a 8 años,110,3,Excelente,7,2, Norte,5,3,600000000.0
12259,1 a 8 años,90,2,Excelente,6,2, Occidente,5,3,600000000.0
12260,9 a 15 años,99,3,Excelente,2,2, Chapinero,4,3,600000000.0
12261,1 a 8 años,138,3,Excelente,18,2, Noroccidente,4,3,600000000.0
