,Ages,Area,Baths,Condition,FloorId,Garages,Location3,Stratum,Rooms,FormatedPrice
0,1 a 8 años,68,2,Excelente,4,2, Norte,5,1,430000.0
1,16 a 30 años,60,1,Bueno,5,1, Occidente,3,3,950000.0
2,16 a 30 años,259,5,Bueno,0,3, Norte,6,4,1190000.0
3,1 a 8 años,175,5,Excelente,2,2, Norte,6,3,1700000.0
4,Más de 30 años,429,4,Bueno,0,3, Chapinero,6,3,2872000.0
8,9 a 15 años,12,0,Bueno,1,1, Norte,6,0,30164181.0
11,9 a 15 años,48,1,,0,, Sur,2,3,45000000.0
12,9 a 15 años,48,1,,0,, Sur,2,3,45000000.0
24,9 a 15 años,45,1,Bueno,6,, Sur,2,2,59900000.0
27,Menos de 1 año,47,1,,0,, Sur,2,3,62000000.0
28,1 a 8 años,56,1,Excelente,1,1, Sur,1,2,62000000.0
32,16 a 30 años,32,1,Bueno,1,, Sur,2,2,67000000.0
33,1 a 8 años,36,1,Remodelar,6,1, Sur,2,2,67000000.0
42,1 a 8 años,48,1,Bueno,4,, Sur,2,2,69900000.0
52,1 a 8 años,46,1,Excelente,5,, Sur,2,2,74000000.0
53,9 a 15 años,39,1,Bueno,3,, Sur,2,2,74900000.0
54,9 a 15 años,53,1,Bueno,6,, Sur,2,3,74900000.0
59,1 a 8 años,45,1,,6,, Sur,2,3,75000000.0
62,1 a 8 años,45,1,,3,, Sur,2,2,75000000.0
63,9 a 15 años,42,1,Remodelar,3,1, Sur,2,3,75000000.0
66,9 a 15 años,38,1,Excelente,5,Más de 10, Sur,2,2,75000000.0
67,9 a 15 años,47,1,Bueno,4,, Sur,2,3,75000000.0
68,9 a 15 años,53,1,,5,, Sur,2,3,75000000.0
74,1 a 8 años,42,1,Excelente,6,, Sur,2,2,77000000.0
77,Menos de 1 año,40,1,Remodelar,2,, Sur,2,2,77000000.0
81,9 a 15 años,42,1,Excelente,6,1, Sur,2,2,77900000.0
83,1 a 8 años,45,1,Excelente,5,, Sur,2,2,78000000.0
85,1 a 8 años,45,1,Excelente,1,, Sur,3,2,78000000.0
88,1 a 8 años,50,0,Bueno,4,, Sur,2,0,79900000.0
90,1 a 8 años,62,2,Bueno,1,, Sur,2,3,79900000.0
91,16 a 30 años,36,1,Excelente,6,1, Sur,2,3,79900000.0
95,1 a 8 años,36,1,Excelente,6,, Sur,2,2,80000000.0
96,9 a 15 años,50,1,Excelente,2,, Sur,2,3,80000000.0
97,9 a 15 años,49,1,,0,, Sur,3,2,80000000.0
98,1 a 8 años,48,1,,0,1, Sur,2,3,80000000.0
100,1 a 8 años,39,1,Excelente,6,, Sur,2,2,80000000.0
102,1 a 8 años,36,1,Excelente,6,, Sur,2,2,80000000.0
104,1 a 8 años,45,1,Excelente,1,, Sur,3,2,80000000.0
107,1 a 8 años,45,1,Bueno,5,, Sur,2,2,80000000.0
109,9 a 15 años,46,1,,0,, Sur,2,2,80000000.0
112,1 a 8 años,60,1,,0,1, Sur,2,2,80000000.0
114,9 a 15 años,39,1,,4,, Sur,2,3,80000000.0
117,9 a 15 años,42,1,Bueno,6,, Occidente,2,2,80000000.0
118,16 a 30 años,47,1,,0,1, Sur,2,2,80000000.0
122,9 a 15 años,40,1,Excelente,5,1, Sur,2,2,82000000.0
126,9 a 15 años,45,1,Excelente,0,, Sur,2,2,84900000.0
128,9 a 15 años,45,1,Excelente,1,, Sur,2,2,84900000.0
130,1 a 8 años,43,1,Excelente,1,, Sur,2,2,84950000.0
132,1 a 8 años,42,1,Excelente,2,, Sur,2,2,85000000.0
135,9 a 15 años,40,1,Bueno,5,, Sur,3,2,85000000.0
138,1 a 8 años,48,1,,1,, Sur,2,2,85000000.0
139,Menos de 1 año,50,1,Excelente,5,, Sur,2,3,85000000.0
141,1 a 8 años,46,1,Excelente,0,, Sur,3,3,85000000.0
142,1 a 8 años,57,2,,0,2, Sur,2,3,85000000.0
143,1 a 8 años,48,1,Bueno,4,1, Sur,2,2,85000000.0
144,9 a 15 años,42,1,Bueno,4,, Noroccidente,3,2,85000000.0
146,Menos de 1 año,74,2,Excelente,2,, Sur,2,3,85000000.0
147,9 a 15 años,40,1,Bueno,2,2, Sur,2,2,85000000.0
148,1 a 8 años,42,1,,0,, Sur,2,3,85000000.0
151,16 a 30 años,47,1,,0,1, Sur,2,3,85000000.0
152,1 a 8 años,55,2,Excelente,5,, Noroccidente,2,3,85000000.0
153,9 a 15 años,36,1,Bueno,3,, Sur,2,2,85000000.0
154,9 a 15 años,42,1,,0,1, Sur,2,3,85000000.0
157,1 a 8 años,48,1,Excelente,1,1, Sur,2,2,85000000.0
162,9 a 15 años,38,1,Excelente,5,, Sur,2,2,87000000.0
163,1 a 8 años,50,1,Excelente,6,, Sur,2,3,87000000.0
164,1 a 8 años,42,1,Excelente,4,, Sur,2,2,87000000.0
166,9 a 15 años,38,1,Excelente,5,, Sur,2,2,87000000.0
169,1 a 8 años,42,1,Excelente,6,1, Sur,2,4,89000000.0
172,1 a 8 años,53,1,Bueno,5,, Sur,2,2,89900000.0
173,1 a 8 años,32,1,,0,, Occidente,2,1,89900000.0
174,9 a 15 años,38,2,Excelente,3,, Sur,2,2,89900000.0
176,9 a 15 años,42,1,Excelente,2,1, Noroccidente,2,2,89900000.0
179,1 a 8 años,42,1,Bueno,6,, Sur,2,2,89900000.0
182,1 a 8 años,41,1,Bueno,6,, Occidente,2,3,89900000.0
183,9 a 15 años,40,1,Bueno,2,, Sur,2,3,89900000.0
184,1 a 8 años,41,1,Excelente,3,, Noroccidente,2,2,89950000.0
185,1 a 8 años,42,1,Excelente,3,, Sur,2,2,90000000.0
186,1 a 8 años,42,1,Excelente,3,, Sur,2,2,90000000.0
192,1 a 8 años,42,1,Excelente,3,, Sur,2,2,90000000.0
194,9 a 15 años,47,1,Bueno,3,, Sur,2,2,90000000.0
195,1 a 8 años,48023,1,Bueno,0,, Sur,2,2,90000000.0
199,1 a 8 años,52,1,Excelente,3,, Sur,2,2,90000000.0
200,9 a 15 años,39,1,,0,, Sur,2,2,90000000.0
201,1 a 8 años,42,1,Bueno,5,, Sur,2,2,90000000.0
204,1 a 8 años,49,1,Excelente,6,, Sur,3,3,90000000.0
208,16 a 30 años,61,2,Bueno,2,1, Sur,3,3,90000000.0
209,1 a 8 años,42,1,,6,, Sur,2,2,90000000.0
214,9 a 15 años,45,1,,0,, Occidente,2,2,91000000.0
215,1 a 8 años,45,1,Excelente,0,1, Sur,2,3,91900000.0
216,1 a 8 años,42,0,,0,, Sur,2,3,92000000.0
217,16 a 30 años,46,1,Excelente,3,, Sur,2,3,92000000.0
218,1 a 8 años,38,1,Bueno,5,, Occidente,2,2,92000000.0
220,1 a 8 años,48,2,Bueno,4,, Sur,2,3,92700000.0
222,1 a 8 años,45,1,Excelente,4,Más de 10, Sur,2,2,93000000.0
223,Menos de 1 año,31,1,Bueno,9,, Sur,2,2,93000000.0
224,1 a 8 años,42,1,Excelente,5,, Occidente,2,2,93000000.0
225,1 a 8 años,42,1,Excelente,4,, Sur,2,2,93900000.0
226,1 a 8 años,47,1,,0,Más de 10, Sur,2,3,94000000.0
231,9 a 15 años,45,1,,5,, Sur,2,2,94950000.0
232,1 a 8 años,48,1,,0,Más de 10, Sur,2,3,94999999.0
233,Más de 30 años,50,1,Bueno,2,, Sur,2,3,94999999.0
236,1 a 8 años,45,1,,3,1, Sur,2,3,95000000.0
237,1 a 8 años,42,1,,0,, Sur,2,2,95000000.0
239,16 a 30 años,53,1,,0,, Sur,2,3,95000000.0
241,1 a 8 años,45,1,Bueno,5,, Sur,2,3,95000000.0
244,16 a 30 años,42,1,Bueno,1,, Sur,2,2,95000000.0
245,16 a 30 años,46,1,Excelente,2,, Sur,2,2,95000000.0
248,1 a 8 años,43,1,,0,1, Sur,2,2,95000000.0
249,9 a 15 años,56,1,Bueno,3,, Sur,2,3,95000000.0
250,9 a 15 años,41,1,Excelente,5,1, Occidente,2,2,95000000.0
252,9 a 15 años,37,1,,0,1, Noroccidente,2,2,95000000.0
253,Menos de 1 año,40,1,,0,, Sur,1,2,95000000.0
258,9 a 15 años,39,1,Excelente,6,, Sur,2,2,95000000.0
259,1 a 8 años,43,1,Bueno,5,, Sur,2,3,95000000.0
262,16 a 30 años,46,1,Excelente,2,, Sur,2,2,95000000.0
267,1 a 8 años,50,1,Excelente,3,1, Sur,2,3,95000000.0
269,1 a 8 años,47,1,Excelente,6,, Sur,2,3,95000000.0
270,1 a 8 años,45,2,Excelente,2,Más de 10, Sur,2,2,95000000.0
271,Más de 30 años,34,1,Bueno,1,, Occidente,2,2,95000000.0
273,1 a 8 años,45,1,,0,1, Sur,2,3,95990000.0
274,9 a 15 años,40,1,Excelente,2,, Sur,2,2,96000000.0
276,1 a 8 años,48,2,,0,, Sur,3,3,97000000.0
277,1 a 8 años,43,1,Bueno,3,, Sur,2,2,97000000.0
278,9 a 15 años,39,1,Excelente,6,1, Noroccidente,3,2,97000000.0
279,9 a 15 años,38,1,Excelente,3,1, Noroccidente,3,2,97000000.0
281,1 a 8 años,43,1,Excelente,6,, Occidente,2,2,97950000.0
282,1 a 8 años,32,1,Excelente,5,, Sur,2,2,98000000.0
284,9 a 15 años,40,1,Excelente,2,, Sur,2,3,98000000.0
285,1 a 8 años,43,1,,0,1, Sur,2,3,98000000.0
286,9 a 15 años,30,1,Excelente,1,, Noroccidente,3,1,98000000.0
288,16 a 30 años,50,1,Excelente,2,, Sur,2,3,98000000.0
289,1 a 8 años,49,2,,0,, Occidente,3,3,98000000.0
291,16 a 30 años,43,1,Bueno,5,, Noroccidente,3,3,98000000.0
292,9 a 15 años,45,1,Bueno,5,, Occidente,2,2,98000000.0
293,1 a 8 años,49,2,,0,, Sur,3,3,98000000.0
294,9 a 15 años,45,1,Excelente,2,, Sur,2,2,98000000.0
297,1 a 8 años,45,1,Remodelar,5,, Sur,3,3,98900000.0
300,1 a 8 años,44,1,Bueno,6,, Occidente,2,3,99000000.0
302,16 a 30 años,43,1,Bueno,5,, Noroccidente,2,2,99900000.0
304,1 a 8 años,59,2,Bueno,6,, Sur,3,2,99900000.0
309,16 a 30 años,101,2,Bueno,3,, Occidente,2,3,99900000.0
313,1 a 8 años,38,1,Bueno,0,, Occidente,2,2,100000000.0
319,16 a 30 años,51,1,Bueno,3,1, Noroccidente,2,3,100000000.0
321,9 a 15 años,45,1,Excelente,2,1, Sur,2,2,100000000.0
323,1 a 8 años,42,1,,0,, Sur,2,2,100000000.0
325,1 a 8 años,42,1,Excelente,6,, Sur,2,2,100000000.0
329,16 a 30 años,34,1,Bueno,2,, Noroccidente,2,2,100000000.0
332,16 a 30 años,55,1,Excelente,3,, Sur,2,2,100000000.0
333,9 a 15 años,46,2,,2,1, Sur,2,3,100000000.0
335,9 a 15 años,45,1,Excelente,6,, Sur,2,3,100000000.0
336,9 a 15 años,33,1,Bueno,0,, Noroccidente,3,2,100000000.0
337,9 a 15 años,49,1,Excelente,1,1, Occidente,3,3,100000000.0
339,1 a 8 años,47,1,,0,, Sur,2,3,100000000.0
340,1 a 8 años,42,1,,0,1, Sur,2,3,100000000.0
341,1 a 8 años,53,1,Excelente,5,1, Sur,2,3,100000000.0
342,1 a 8 años,46,1,Excelente,5,1, Sur,2,2,100000000.0
345,9 a 15 años,35,1,Bueno,5,, Sur,2,2,100000000.0
346,1 a 8 años,45,2,Excelente,5,, Sur,2,3,100000000.0
348,1 a 8 años,43,1,Excelente,5,, Sur,2,3,100000000.0
351,9 a 15 años,35,1,Excelente,6,, Sur,2,2,101000000.0
358,9 a 15 años,38,1,Excelente,2,, Sur,2,3,104900000.0
359,1 a 8 años,48,1,Bueno,2,, Sur,2,1,104900000.0
364,1 a 8 años,38,1,Excelente,2,, Sur,2,3,104900000.0
367,1 a 8 años,45,1,Bueno,1,, Occidente,2,2,105000000.0
368,16 a 30 años,52,2,Excelente,1,, Sur,2,3,105000000.0
369,9 a 15 años,47,1,Excelente,1,, Occidente,2,2,105000000.0
371,9 a 15 años,55,2,Excelente,1,, Sur,2,3,105000000.0
372,9 a 15 años,50,1,,0,, Occidente,2,3,105000000.0
374,1 a 8 años,39,1,Excelente,6,, Noroccidente,2,2,105000000.0
377,9 a 15 años,45,1,Excelente,5,, Occidente,2,3,105000000.0
380,16 a 30 años,48,1,Excelente,5,1, Noroccidente,3,2,105000000.0
381,1 a 8 años,40,1,Excelente,3,, Sur,2,2,105000000.0
384,9 a 15 años,52,1,Excelente,5,, Sur,2,3,105000000.0
385,1 a 8 años,40,1,,0,1, Noroccidente,2,2,105000000.0
386,9 a 15 años,34,1,,0,, Noroccidente,2,2,105000000.0
388,1 a 8 años,42,1,,0,1, Sur,2,2,105000000.0
393,16 a 30 años,54,1,Excelente,3,1, Occidente,2,2,105950000.0
394,9 a 15 años,40,1,Excelente,3,, Noroccidente,3,2,106000000.0
395,1 a 8 años,46,1,Excelente,2,1, Sur,2,2,106000000.0
398,16 a 30 años,50,1,Excelente,3,, Noroccidente,3,3,107000000.0
399,16 a 30 años,50,1,Excelente,3,, Noroccidente,3,3,107000000.0
400,9 a 15 años,45,1,Bueno,3,, Noroccidente,3,2,107000000.0
405,9 a 15 años,45,1,Bueno,4,, Occidente,2,2,108000000.0
406,16 a 30 años,59,1,Bueno,3,1, Sur,3,3,108000000.0
407,16 a 30 años,59,1,Bueno,3,1, Sur,3,3,108000000.0
409,1 a 8 años,42,1,Remodelar,1,, Occidente,2,2,108000000.0
413,9 a 15 años,47,1,Bueno,5,, Occidente,2,3,109000000.0
414,16 a 30 años,47,1,Remodelar,1,, Sur,2,3,109000000.0
416,1 a 8 años,44,1,Excelente,6,, Noroccidente,3,3,109000000.0
417,16 a 30 años,65,2,Bueno,0,, Occidente,2,3,109900000.0
420,1 a 8 años,52,1,Bueno,2,, Noroccidente,2,3,109900000.0
421,1 a 8 años,45,1,Bueno,5,, Noroccidente,3,3,109900000.0
424,1 a 8 años,47,1,Excelente,6,1, Sur,2,3,109900000.0
425,16 a 30 años,65,2,Bueno,0,, Occidente,2,3,109900000.0
426,16 a 30 años,65,2,Bueno,0,, Occidente,2,3,109900000.0
427,1 a 8 años,50,2,Bueno,3,, Sur,2,3,109900000.0
428,16 a 30 años,65,2,Bueno,0,, Occidente,2,3,109900000.0
430,16 a 30 años,65,2,Bueno,0,, Occidente,2,3,109900000.0
431,1 a 8 años,54,1,Excelente,6,, Occidente,3,3,109900000.0
435,1 a 8 años,51,2,Bueno,1,, Sur,2,3,109999999.0
436,1 a 8 años,44,1,Excelente,6,, Sur,2,2,109999999.0
439,9 a 15 años,40,1,Bueno,3,, Noroccidente,3,2,110000000.0
446,1 a 8 años,45,1,Excelente,2,1, Sur,2,3,110000000.0
449,1 a 8 años,50,2,,0,, Noroccidente,2,3,110000000.0
450,16 a 30 años,52,1,Bueno,1,1, Sur,2,3,110000000.0
452,1 a 8 años,41,1,Excelente,6,, Occidente,2,3,110000000.0
453,1 a 8 años,38,1,Excelente,1,, Sur,2,2,110000000.0
456,1 a 8 años,40,1,Excelente,2,, Occidente,3,2,110000000.0
457,9 a 15 años,3792,1,Excelente,1,, Sur,2,2,110000000.0
458,1 a 8 años,47,1,,0,1, Occidente,2,2,110000000.0
459,1 a 8 años,40,1,Excelente,6,, Noroccidente,3,2,110000000.0
462,9 a 15 años,44,2,,0,, Noroccidente,2,2,110000000.0
464,9 a 15 años,45,1,Bueno,5,1, Occidente,2,2,110000000.0
467,1 a 8 años,55,2,Bueno,5,Más de 10, Sur,2,3,110000000.0
468,9 a 15 años,44,2,,0,, Noroccidente,2,2,110000000.0
470,1 a 8 años,48,2,Excelente,1,1, Sur,2,3,110000000.0
471,9 a 15 años,51,1,Excelente,4,, Sur,2,3,110000000.0
477,1 a 8 años,45,2,Excelente,6,, Sur,2,2,110000000.0
479,1 a 8 años,54,2,Excelente,2,1, Sur,2,3,110000000.0
481,1 a 8 años,41,1,Bueno,2,, Sur,2,2,110000000.0
482,1 a 8 años,52,1,Excelente,5,, Sur,2,3,110000000.0
484,1 a 8 años,50,1,,0,1, Sur,2,3,110000000.0
490,16 a 30 años,40,1,Bueno,5,, Sur,3,3,110000000.0
493,Menos de 1 año,48,2,,1,1, Sur,2,3,110000000.0
494,Menos de 1 año,48,2,,1,1, Sur,2,3,110000000.0
495,9 a 15 años,57,1,Bueno,5,, Noroccidente,3,3,110000000.0
497,9 a 15 años,3792,1,Excelente,1,, Sur,2,2,110000000.0
498,1 a 8 años,42,1,Excelente,5,, Sur,3,3,110000000.0
511,1 a 8 años,41,1,Bueno,2,Más de 10, Sur,2,2,110000000.0
512,1 a 8 años,43,1,Excelente,5,, Occidente,2,2,110000000.0
514,1 a 8 años,48,1,,0,1, Sur,2,3,110000000.0
515,16 a 30 años,43,1,Excelente,2,, Sur,3,2,110000000.0
520,9 a 15 años,49,1,Bueno,1,, Noroccidente,2,2,112000000.0
522,9 a 15 años,42,1,Bueno,5,1, Norte,3,3,112000000.0
523,1 a 8 años,53,2,Remodelar,5,, Occidente,2,3,112000000.0
524,Más de 30 años,61,1,,0,, Occidente,3,3,112000000.0
525,9 a 15 años,42,1,Bueno,5,1, Norte,3,3,112000000.0
526,16 a 30 años,48,1,Remodelar,3,, Sur,2,3,112500000.0
527,Menos de 1 año,56,1,Excelente,4,1, Sur,2,3,112500000.0
528,16 a 30 años,48,1,Remodelar,3,, Sur,2,3,112500000.0
529,16 a 30 años,48,1,Remodelar,3,, Sur,2,3,112500000.0
531,1 a 8 años,44,1,Excelente,6,1, Occidente,3,3,113000000.0
533,1 a 8 años,51,2,Bueno,5,, Sur,2,3,113300000.0
535,16 a 30 años,50,1,Bueno,1,, Noroccidente,3,3,114000000.0
536,9 a 15 años,40,1,Bueno,1,, Noroccidente,3,2,114000000.0
539,1 a 8 años,45,2,Bueno,5,, Noroccidente,3,3,114900000.0
540,1 a 8 años,41,1,Excelente,6,, Occidente,2,3,114900000.0
542,1 a 8 años,61,1,Bueno,0,, Sur,2,3,114900000.0
543,1 a 8 años,52,2,,1,1, Chapinero,2,3,114900000.0
544,1 a 8 años,42,1,Bueno,1,1, Occidente,2,2,114900000.0
545,1 a 8 años,50,2,Bueno,5,, Sur,2,3,114900000.0
546,1 a 8 años,52,2,Bueno,1,Más de 10, Occidente,2,3,114900000.0
547,1 a 8 años,46,1,Excelente,2,1, Occidente,2,3,114900000.0
548,1 a 8 años,51,2,,4,1, Sur,2,3,114950000.0
549,1 a 8 años,50,2,,4,1, Sur,2,3,114950000.0
550,1 a 8 años,50,2,Excelente,4,, Sur,2,3,114999999.0
553,16 a 30 años,40,1,,0,1, Occidente,2,2,115000000.0
554,9 a 15 años,40,1,Bueno,1,, Occidente,3,2,115000000.0
555,1 a 8 años,42,1,Excelente,11,, Occidente,2,2,115000000.0
556,9 a 15 años,54,1,Excelente,1,, Noroccidente,3,3,115000000.0
559,1 a 8 años,52,1,Excelente,3,, Sur,3,3,115000000.0
563,1 a 8 años,47,2,,0,, Sur,3,2,115000000.0
564,16 a 30 años,56,0,,0,3, Noroccidente,2,2,115000000.0
565,Menos de 1 año,32,1,Excelente,16,1, Noroccidente,2,2,115000000.0
568,9 a 15 años,54,2,Bueno,1,1, Sur,2,3,115000000.0
569,9 a 15 años,42,2,Excelente,5,, Sur,3,2,115000000.0
570,1 a 8 años,50,1,Excelente,6,1, Occidente,2,2,115000000.0
572,1 a 8 años,59,2,Remodelar,5,, Occidente,2,3,115000000.0
573,1 a 8 años,52,1,Excelente,3,, Sur,3,3,115000000.0
575,1 a 8 años,50,2,Excelente,3,, Occidente,2,3,115000000.0
576,9 a 15 años,46,1,,0,, Occidente,2,3,115000000.0
578,1 a 8 años,49,2,Excelente,6,, Occidente,2,3,115000000.0
583,16 a 30 años,52,1,Excelente,2,1, Sur,3,3,115000000.0
584,Más de 30 años,53,1,,0,, Noroccidente,3,3,115000000.0
585,1 a 8 años,52,1,Excelente,3,, Sur,3,3,115000000.0
588,9 a 15 años,41,1,Excelente,3,, Sur,2,2,115000000.0
589,1 a 8 años,51,2,Excelente,5,1, Norte,3,3,115000000.0
590,1 a 8 años,44,1,Excelente,3,, Occidente,2,3,115000000.0
591,1 a 8 años,51,2,Excelente,2,, Occidente,2,3,115000000.0
592,Menos de 1 año,53,2,Excelente,9,, Occidente,2,2,115000000.0
593,9 a 15 años,54,1,Bueno,1,, Noroccidente,2,3,115000000.0
596,1 a 8 años,45,1,Excelente,4,1, Sur,2,3,115000000.0
597,9 a 15 años,42,1,Excelente,4,, Sur,2,3,115000000.0
600,1 a 8 años,48,1,Excelente,2,, Noroccidente,2,3,115000000.0
601,1 a 8 años,48,1,Excelente,2,, Noroccidente,2,3,115000000.0
604,9 a 15 años,49,1,Bueno,6,1, Sur,2,2,115000000.0
605,16 a 30 años,54,1,Bueno,5,, Sur,3,3,115000000.0
606,16 a 30 años,64,2,Bueno,1,, Norte,3,3,115000000.0
608,1 a 8 años,51,2,Excelente,5,1, Norte,3,3,115000000.0
611,1 a 8 años,50,2,Bueno,4,, Noroccidente,2,3,116000000.0
612,9 a 15 años,48,1,Bueno,6,, Occidente,2,3,116000000.0
613,Menos de 1 año,38,1,,0,, Occidente,3,2,116400000.0
614,Menos de 1 año,39,1,,0,, Occidente,2,2,116400000.0
615,Menos de 1 año,39,1,,0,, Occidente,2,2,116400000.0
616,9 a 15 años,40,1,Excelente,3,1, Occidente,3,2,117000000.0
617,9 a 15 años,40,1,Excelente,3,1, Occidente,3,2,117000000.0
619,9 a 15 años,40,1,Excelente,3,1, Occidente,3,2,117000000.0
620,1 a 8 años,62,2,Remodelar,11,, Sur,3,3,117900000.0
621,1 a 8 años,62,2,Remodelar,11,, Sur,3,3,117900000.0
622,1 a 8 años,62,2,Remodelar,11,, Sur,3,3,117900000.0
623,1 a 8 años,62,2,Remodelar,11,, Sur,3,3,117900000.0
624,1 a 8 años,62,2,Remodelar,11,, Sur,3,3,117900000.0
626,1 a 8 años,63,2,,18,, Sur,3,3,118000000.0
627,9 a 15 años,45,1,Excelente,4,, Noroccidente,3,2,118000000.0
628,16 a 30 años,55,1,Bueno,1,1, Noroccidente,3,3,118000000.0
630,1 a 8 años,41,2,Bueno,1,, Sur,1,2,118000000.0
631,1 a 8 años,59,2,,0,, Sur,3,3,118000000.0
632,9 a 15 años,40,1,Bueno,1,, Occidente,3,3,118000000.0
633,1 a 8 años,49,1,Excelente,1,, Noroccidente,3,2,118000000.0
634,Menos de 1 año,45,2,,0,, Sur,3,3,118000000.0
635,16 a 30 años,51,1,Bueno,3,, Noroccidente,2,3,118000000.0
637,16 a 30 años,55,1,Bueno,1,1, Noroccidente,3,3,118000000.0
639,9 a 15 años,43,1,Excelente,4,, Occidente,2,2,118000000.0
640,1 a 8 años,57,1,,0,1, Sur,2,3,118000000.0
644,9 a 15 años,42,1,Excelente,1,, Sur,2,3,119000000.0
645,1 a 8 años,49,1,Bueno,2,, Sur,2,3,119000000.0
646,1 a 8 años,43,1,Excelente,4,, Noroccidente,2,3,119000000.0
647,16 a 30 años,50,2,Excelente,6,, Occidente,2,3,119000000.0
648,1 a 8 años,54,1,Bueno,2,, Centro,2,2,119000000.0
651,16 a 30 años,50,1,Bueno,5,, Noroccidente,3,2,119000000.0
652,1 a 8 años,48,1,Bueno,8,, Occidente,2,3,119500000.0
657,16 a 30 años,60,1,Bueno,4,, Noroccidente,2,3,119900000.0
660,1 a 8 años,52,2,Excelente,1,1, Sur,2,3,119900000.0
665,1 a 8 años,57,2,Excelente,2,1, Sur,2,3,119950000.0
666,9 a 15 años,46,2,Excelente,3,, Sur,2,3,119950000.0
667,1 a 8 años,50,1,Excelente,2,1, Sur,3,3,120000000.0
669,1 a 8 años,47,2,Excelente,2,, Sur,2,3,120000000.0
670,1 a 8 años,54,2,Bueno,2,, Centro,2,2,120000000.0
672,1 a 8 años,45,1,Excelente,5,, Sur,2,3,120000000.0
673,16 a 30 años,21,1,Bueno,4,, Chapinero,4,1,120000000.0
674,16 a 30 años,53,1,,0,, Noroccidente,2,3,120000000.0
675,16 a 30 años,52,1,Bueno,0,, Occidente,2,3,120000000.0
676,16 a 30 años,50,1,Excelente,4,, Occidente,2,3,120000000.0
678,1 a 8 años,41,1,Bueno,0,, Occidente,3,2,120000000.0
682,9 a 15 años,43,1,,0,, Noroccidente,3,3,120000000.0
687,1 a 8 años,40,1,Excelente,3,, Occidente,2,3,120000000.0
688,1 a 8 años,45,1,,0,1, Sur,2,2,120000000.0
689,Menos de 1 año,63,2,Excelente,18,, Sur,2,3,120000000.0
690,1 a 8 años,50,2,,0,, Sur,2,3,120000000.0
692,9 a 15 años,49,1,,0,, Sur,2,3,120000000.0
693,1 a 8 años,49,2,,0,, Sur,2,3,120000000.0
694,16 a 30 años,53,1,Excelente,5,, Occidente,2,3,120000000.0
695,Más de 30 años,42,1,,0,, Sur,3,3,120000000.0
696,1 a 8 años,43,1,Bueno,0,, Sur,2,3,120000000.0
697,1 a 8 años,42,2,,0,, Sur,2,3,120000000.0
699,16 a 30 años,51,1,Bueno,0,, Noroccidente,2,2,120000000.0
700,16 a 30 años,62,1,Bueno,4,, Occidente,2,3,120000000.0
701,1 a 8 años,45,1,Excelente,5,, Sur,2,3,120000000.0
702,1 a 8 años,43,2,Excelente,10,, Occidente,2,2,120000000.0
704,1 a 8 años,48,2,Excelente,6,, Occidente,2,3,120000000.0
707,9 a 15 años,52,1,Excelente,2,1, Sur,2,3,120000000.0
711,9 a 15 años,60,2,Remodelar,1,, Noroccidente,3,3,120000000.0
712,9 a 15 años,52,1,Excelente,6,1, Noroccidente,3,3,120000000.0
714,9 a 15 años,58,1,Bueno,3,, Noroccidente,3,3,120000000.0
717,Menos de 1 año,63,2,Excelente,18,, Sur,2,3,120000000.0
719,16 a 30 años,50,1,Excelente,4,, Occidente,2,3,120000000.0
721,1 a 8 años,45,2,Bueno,2,, Sur,2,3,120000000.0
723,16 a 30 años,52,1,Excelente,1,, Noroccidente,3,3,120000000.0
724,1 a 8 años,54,1,,0,Más de 10, Sur,2,3,120000000.0
725,1 a 8 años,45,1,Excelente,5,, Sur,2,3,120000000.0
728,Menos de 1 año,51,2,Excelente,1,1, Occidente,2,3,120000000.0
730,9 a 15 años,49,1,,0,, Sur,2,3,120000000.0
732,1 a 8 años,43,1,Excelente,5,, Sur,3,3,120000000.0
733,9 a 15 años,54,1,Excelente,1,, Sur,2,2,120000000.0
734,16 a 30 años,47,1,Bueno,3,, Noroccidente,3,2,120000000.0
735,16 a 30 años,61,1,,0,1, Sur,2,3,120000000.0
737,16 a 30 años,51,1,Excelente,2,1, Sur,3,3,120000000.0
738,1 a 8 años,45,1,Excelente,5,, Sur,2,3,120000000.0
739,9 a 15 años,60,1,Bueno,3,, Noroccidente,3,3,120000000.0
743,1 a 8 años,59,2,,18,, Sur,3,3,120000000.0
744,9 a 15 años,55,2,Excelente,3,, Sur,2,3,120000000.0
745,9 a 15 años,55,1,Excelente,3,, Sur,2,3,120000000.0
746,16 a 30 años,59,1,Bueno,3,, Sur,3,3,120000000.0
747,1 a 8 años,48,2,Excelente,6,, Sur,3,3,120000000.0
749,16 a 30 años,61,1,Bueno,4,, Sur,2,3,120000000.0
750,16 a 30 años,59,1,Bueno,3,, Sur,3,3,120000000.0
752,Más de 30 años,42,1,,0,, Sur,3,3,120000000.0
753,9 a 15 años,40,1,Excelente,5,, Sur,2,3,120000000.0
754,9 a 15 años,42,1,,0,, Occidente,3,3,120000000.0
755,9 a 15 años,48,1,Excelente,6,1, Sur,2,3,120000000.0
756,1 a 8 años,43,1,Excelente,2,, Occidente,2,3,120000000.0
757,1 a 8 años,54,2,Excelente,3,1, Sur,3,3,120000000.0
758,9 a 15 años,55,2,Excelente,5,, Noroccidente,2,3,120000000.0
